date,equity,equity_mtm,risk_committed,risk_scale,open_positions
2026-01-08,97404.03868368798,97344.91499691998,7386.4800000000005,2.0,2
2026-01-09,97969.18906255197,97969.18906255197,0,2.0,0
2026-01-12,97969.18906255197,97969.18906255197,0,2.0,0
2026-01-13,97969.18906255197,97798.05739384798,7412.48,2.0,2
2026-01-14,97969.18906255197,97545.89739384798,7412.48,2.0,2
2026-01-15,97969.18906255197,97801.65739384797,7412.48,2.0,2
2026-01-16,98155.12155538397,98074.37737445597,7423.84,2.0,2
2026-01-20,94430.26327973593,94277.08019918393,4959.84,1.4414270475502227,2
2026-01-21,94905.01551821592,94857.23781555593,2288.5499999999997,1.4237407575587868,1
2026-01-22,95049.12197793592,95004.39197066393,2769.96,1.457592684659937,1
2026-01-23,95049.12197793592,95129.37197066392,2769.96,1.4557246292131194,1
